problem,numSols,gap,stage3Time
30n20b8,1,233.11258278145695,0.09280617700000016
academictimetablesmall,1,inf,156.619239757
arki001,1,2.1432793087349227,2.442825156
bab2,1,19.613296910192556,4.739754755999996
cmflsp50-24-8-8,1,14.551022932014329,4.481687355
csched007,1,47.86324786324812,3.5470901469999996
csched008,1,9.826589595375722,0.05754509899999999
dws008-01,1,30.762175360997905,3.2738373490000003
germanrr,1,5.29285369137016,0.20168569900000044
ic97p,1,15.34753932014206,0.01389391299999998
ic97t,1,11.491628614916285,0.45656228199999993
icir97p,1,22.213438735177867,1.213150194
icir97t,1,9.16078431372549,0.721495758
lectsched-5-obj,1,1050.0,26.788417815000003
momentum1,1,52.900257844042585,4.5805467140000005
mushroom-best,1,14704.680440159565,0.5386860179999999
neos-1456979,1,96.02272727272727,0.64494607
neos-1582420,1,81.31868131868131,0.13096351900000003
neos-2746589-doon,1,5.641868339806836,4.039940454999998
neos-3024952-loue,1,188.60068769621773,477.95802371
neos-3216931-puriri,1,54.70415030850094,164.714273122
neos-3381206-awhea,1,4.856512141280353,0.026755378999999968
neos-3656078-kumeu,1,20.32993729217568,12.406521216999998
neos-4300652-rahue,1,183.86720209189428,160.53563441400001
neos-4338804-snowy,1,159128.3480625425,0.31679155300000006
neos-4387871-tavua,1,332.43524903654344,1.5600427940000001
neos-4532248-waihi,1,949.3506493506494,3.7893916300000114
neos-4722843-widden,1,145.3044877323117,5.1670925310000015
neos-5049753-cuanza,1,38.96797223030645,18.66739004600001
neos-5104907-jarama,0,0,3273.013718095
neos-5107597-kakapo,1,42970.37037037037,26.480474201
neos-5114902-kasavu,1,285.0992366412215,108.19708395199996
neos-848589,1,1362569.8211633705,3.226507459000004
neos-960392,1,100.0,0.736508581999999
neos16,1,0.672645739910314,2.333000429
neos20,1,47.92626728110599,0.025119700999999994
nh97p,1,9.873060648801129,0.287671287
nh97t,1,9.379407616361071,3.128712375
ns1830653,1,523.712540005819,1.8621118449999998
physiciansched3-3,1,910.1670342148258,10.534822657
physiciansched6-2,1,2.0274105911929285,0.5889283900000004
piperout-08,1,62.03190596137699,1.0146535979999998
piperout-27,1,48.522895125553916,0.945940164
proteindesign121hz512p9,1,29.735234215885946,0.6459035669999995
rB12-111111,1,63.5894876912841,0.7037097700000001
rC10-100001,1,491.45521128223777,0.07497863899999979
rC12-100000,1,213.0491089929548,0.23305054599999941
radiationm18-12-05,1,127.80940453148128,0.045049767999999935
radiationm40-10-02,1,113.40324989699216,0.20907059199999978
rd-rplusc-21,1,54.75278298812177,6.213989297000001
rocI-4-11,1,66.44461989072461,14.44474039
rocII-5-11,1,90.72576529817725,5.101059148
satellites2-60-fs,1,352.6315789460388,2.3426909490000014
supportcase26,1,17021.98427381232,0.005660999
supportcase33,1,100.0,0.15670853900000026
swath,1,215.86167265725285,4.162733233
swath1,1,108.69283585754569,0.4736063239999999
timtab1,1,73.42619761182416,0.29459444100000004
timtab2,1,69.32251769163388,1.890833172
traininstance2,1,144.72291840712893,0.01593293599999998
traininstance6,1,3043.1601272534463,0.007133821000000012
unitcal_7,1,9.123756674599226,4.073608885
