problem,numSols,gap,stage3Time
30n20b8,1,572.1854304635762,0.09791816299999989
academictimetablesmall,1,inf,634.151676654
arki001,1,2.360634143270683,1.3431282009999999
bab2,1,9.823404336275827,10.609320351000008
cmflsp50-24-8-8,1,15.72539732328934,18.962147469
csched007,1,47.293447293447294,0.8502093359999999
csched008,1,9.826589595375722,0.056326347
dws008-01,1,17.01269083184777,9.700356758
germanrr,1,4.63129425500754,0.661171757
ic97p,1,12.480974124809741,0.014549225999999998
ic97t,1,12.252663622526637,0.683988519
icir97p,1,15.810276679841897,2.395145221
icir97t,1,7.5450980392157145,0.055802856999999984
lectsched-5-obj,1,929.1666666666666,30.540310682000005
momentum1,1,135.37153833524084,4.347407875
mushroom-best,1,173696.79281706715,0.5284463250000009
neos-1456979,1,94.88636363636364,1.3181572010000004
neos-1582420,1,104.3956043956044,0.10728378400000005
neos-2746589-doon,1,7.424559306842022,1.718728316
neos-3024952-loue,1,86.49648676932325,2551.96916173
neos-3216931-puriri,1,136.0347728547392,323.742986595
neos-3381206-awhea,1,4.856512141280353,0.393968598
neos-3656078-kumeu,1,29.45597546347586,11.792612044
neos-4300652-rahue,1,224.2342174075473,214.43718589
neos-4338804-snowy,1,828.6199864038693,0.18376913700000003
neos-4387871-tavua,1,40.18067572309823,4.882615900999999
neos-4532248-waihi,1,949.3506493506494,4.694934670999999
neos-4722843-widden,1,29.573216604816995,5.2939976019999975
neos-5049753-cuanza,1,37.366548734694724,19.064926331999985
neos-5104907-jarama,1,237.54010695187165,52.186397788999955
neos-5107597-kakapo,1,5592.592592592592,12.645865729
neos-5114902-kasavu,1,69.00763358778626,128.7933747269999
neos-848589,1,1051931.1811785898,3.2860735479999903
neos-960392,1,3.7815126050420167,0.6481814549999996
neos16,1,0.672645739910314,1.295670866
neos20,1,45.6221198156682,1.844843756
nh97p,1,11.071932299012694,1.112154311
nh97t,1,13.892806770098634,2.244836732
ns1830653,1,523.712540005819,2.172526367
physiciansched3-3,1,906.6403879598411,8.979613180999998
physiciansched6-2,1,2.635633768550807,0.5526489679999997
piperout-08,1,64.78589420654912,1.576582315
piperout-27,1,529.3943870014771,0.5173824149999997
proteindesign121hz512p9,1,5.227427019687712,0.6572659300000012
rB12-111111,1,58.27413799851278,0.8463868820000005
rC10-100001,1,330.9845986027063,0.07680638099999992
rC12-100000,1,117.34096560298384,0.2373333449999997
radiationm18-12-05,1,105.57895935329614,0.047512437999999824
radiationm40-10-02,1,101.03072208487845,0.24460521899999943
rd-rplusc-21,1,57.05030897586145,4.592478582
rocI-4-11,1,66.4429422064339,9.789671465
rocII-5-11,1,93.25825107052917,6.910434132000001
satellites2-60-fs,1,352.6315789460388,2.384331321000019
supportcase26,1,20401.686739504315,0.005678349999999999
supportcase33,1,100.0,0.15974701699999994
swath,1,163.5275109114249,4.023035042
swath1,1,139.31358284861642,0.5418262380000001
timtab1,1,50.602532519482914,0.17515050599999998
timtab2,1,73.19152622743583,2.569483711
traininstance2,1,81.46755778334726,0.16738030099999998
traininstance6,1,1136.1258395192647,0.007222418000000008
unitcal_7,1,9.00804730141927,8.477836348
