problem,numSols,stage 1/2/3,gap,time,iterations,restarts
10teams,3,3/0/0,5.2,1.9,36.0,0.0
30n20b8,3,0/3/0,316.9,11.0,388.2,78.6
50v-10,3,0/3/0,140.0,0.3,23.3,0.6
CMS750_4,3,2/1/0,67.8,10.4,175.7,18.9
a1c1s1,3,3/0/0,27.7,0.6,34.7,3.3
academictimetablesmall,2,0/0/2,inf,496.2,988.9,1.0
aflow30a,3,3/0/0,141.1,0.2,39.8,4.3
aflow40b,3,3/0/0,247.8,0.4,38.3,4.6
air04,3,3/0/0,1.0,3.5,15.1,0.3
air05,3,3/0/0,3.6,1.2,7.3,0.0
app1-1,3,3/0/0,33.3,0.6,39.4,5.9
app1-2,3,0/2/1,43.9,47.9,247.4,138.1
arki001,3,0/1/2,3.1,29.0,1059.5,273.5
assign1-5-8,3,3/0/0,1.3,0.1,22.3,0.0
atlanta-ip,3,3/0/0,15.5,17.7,28.5,0.0
b1c1s1,3,3/0/0,190.9,0.7,39.0,4.9
bab2,3,1/0/2,16.7,565.3,443.4,36.8
bab6,3,1/0/2,19.5,301.0,398.3,76.0
beasleyC3,3,3/0/0,13.0,0.3,41.0,7.0
binkar10_1,3,3/0/0,3.9,0.1,7.7,0.0
blp-ar98,3,3/0/0,71.2,1.9,15.6,0.0
blp-ic98,3,3/0/0,37.3,0.4,2.2,0.0
bnatt400,0,0/0/0,-,-,-,-
bppc4-08,3,3/0/0,43.1,1.1,65.6,11.6
brazil3,3,0/3/0,313.2,18.0,30.4,0.0
buildingenergy,3,0/3/0,1.1,637.5,11.0,0.0
cap6000,3,3/0/0,0.3,0.1,1.0,0.0
cbs-cta,3,3/0/0,0.0,2.8,40.7,10.7
chromaticindex1024-7,3,3/0/0,0.0,54.8,2.3,0.0
chromaticindex512-7,3,3/0/0,0.0,45.0,2.0,0.0
cmflsp50-24-8-8,3,0/2/1,18.5,62.1,468.3,140.5
co-100,3,3/0/0,302.4,6.2,15.9,0.0
cod105,3,3/0/0,100.0,1.8,1.0,0.0
comp07-2idx,3,0/3/0,3349.9,6.3,25.3,0.0
comp21-2idx,3,0/3/0,443.5,4.8,28.1,0.0
cost266-UUE,3,3/0/0,33.8,0.5,29.2,0.3
cryptanalysiskb128n5obj16,0,0/0/0,-,-,-,-
csched007,3,0/2/1,51.3,10.7,1142.5,287.4
csched008,3,2/1/0,9.4,1.6,173.9,43.8
cvs16r128-89,3,3/0/0,97.9,1.0,1.0,0.0
dano3_3,3,3/0/0,0.0,18.5,16.6,0.0
dano3_5,3,3/0/0,0.2,42.0,34.5,1.7
dano3mip,3,3/0/0,10.6,154.3,71.3,16.3
danoint,3,2/1/0,178.7,3.0,131.9,47.3
disctom,3,3/0/0,0.0,1.3,2.0,0.0
drayage-100-23,3,3/0/0,6.4,0.4,14.7,0.0
drayage-25-23,3,3/0/0,9.1,0.5,16.6,0.0
ds,3,3/0/0,4945.0,6.0,1.0,0.0
dws008-01,3,0/0/3,63.5,67.9,739.4,214.7
eil33-2,3,3/0/0,222.3,0.1,1.0,0.0
eilA101-2,3,3/0/0,331.4,1.1,1.0,0.0
enlight_hard,3,0/0/3,0.0,4.4,833.9,268.3
exp-1-500-5-5,3,3/0/0,115.0,0.1,29.3,0.3
fast0507,3,3/0/0,25.0,0.9,1.0,0.0
fastxgemm-n2r6s0t2,3,3/0/0,1171.2,0.5,29.7,1.3
fhnw-binpack4-48,0,0/0/0,-,-,-,-
fiball,3,0/3/0,11.6,7.2,53.7,5.3
fiber,3,3/0/0,160.5,0.1,16.3,0.0
fixnet6,3,3/0/0,58.3,0.1,31.0,1.0
