problem,numSols,gap,stage3Time
30n20b8,1,266.2251655629139,0.09734459000000006
academictimetablesmall,1,inf,478.30084513300005
arki001,1,2.2436680790254733,1.1870381749999999
bab2,1,11.551739259036887,5.084133875999996
cmflsp50-24-8-8,1,5.0306263279360595,34.753280354
csched007,1,37.037037037036775,1.6427647330000001
csched008,1,9.248554913294798,0.14942085399999994
dws008-01,1,43.027478993182314,12.746661512
germanrr,1,5.6176474300568735,0.5841846000000022
ic97p,1,5.555555555555555,0.00736524899999999
ic97t,1,9.614408929477422,1.827734377
icir97p,1,9.73913043478261,0.027885371999999964
icir97t,1,0.32941176470588235,4.012256390999999
lectsched-5-obj,1,1412.5,22.547355203000002
momentum1,1,11.790960970085289,26.400915809
mushroom-best,1,5.846185673114376e-08,0.361431452999998
neos-1456979,1,72.1590909090909,0.2565741990000001
neos-1582420,1,7.692307692307677,0.908053092
neos-2746589-doon,1,10.765859974106302,1.4959777219999992
neos-3024952-loue,1,206.06592913738984,629.461126732
neos-3216931-puriri,1,125.05608524957935,19.486896666
neos-3381206-awhea,1,1.3245033112582782,0.171752087
neos-3656078-kumeu,1,28.234463491294026,6.751161380999999
neos-4300652-rahue,1,91.338251774335,166.284920372
neos-4338804-snowy,1,429.23181509176953,0.28638379
neos-4387871-tavua,1,18.486236331685014,1.818976204
neos-4532248-waihi,1,856.3311688311668,5.910172000000003
neos-4722843-widden,1,8.803291290305667,0.19191297600000112
neos-5049753-cuanza,1,57.117438513906016,19.305694771999995
neos-5104907-jarama,1,94.01069518716578,114.36963801999997
neos-5107597-kakapo,1,12083.95061728395,20.851536618
neos-5114902-kasavu,1,19.69465648854962,42.88463045200001
neos-848589,1,437786.2897093232,0.7486595480000062
neos-960392,1,2.5210084033643776,2.2764514499999997
neos16,1,0.4484304932735426,1.7910915899999997
neos20,1,76.036866359447,1.610367018
nh97p,1,3.7376586741889986,0.14799640400000003
nh97t,1,10.084626234132582,5.0567840109999995
ns1830653,1,518.8633498205793,5.792127348999999
physiciansched3-3,1,4.090179270018294,36.305634079
physiciansched6-2,1,0.20274105911929283,0.18598864500000012
piperout-08,1,77.21242653232578,3.1115733730000006
piperout-27,1,43.50073855243722,1.1609323960000002
proteindesign121hz512p9,1,6.381534283774609,0.6642634859999994
rB12-111111,1,39.162850769050145,0.04454551500000026
rC10-100001,1,201.150559696647,0.015054722999999992
rC12-100000,1,152.91908412764195,0.03125531000000059
radiationm18-12-05,1,96.30536263235797,0.06793354800000007
radiationm40-10-02,1,77.31896374124433,0.18817389600000034
rd-rplusc-21,1,58.31999439013864,0.227941355
rocI-4-11,1,66.44128113287874,8.590797325
rocII-5-11,1,90.65883494600136,2.630496902
satellites2-60-fs,1,236.84210526243768,0.6936957190000044
supportcase26,1,35.38812816852324,0.007032843000000011
supportcase33,1,88.40579710144928,0.020026447000000225
swath,1,130.3464552845528,3.5314009680000007
swath1,1,16.589975765792342,0.07027980999999994
timtab1,1,54.898322637295834,0.461520449
timtab2,1,29.690121835497344,3.479196344
traininstance2,1,30.38150932887775,0.019091289999999983
traininstance6,1,316.542948038176,0.007640461999999987
unitcal_7,1,0.876423071576428,0.8220055420000003
