problem,numSols,stage 1/2/3,gap,time,iterations,restarts
10teams,3,2/1/0,5.2,4.3,77.7,1.5
30n20b8,3,0/2/1,1389.6,14.4,514.9,130.1
50v-10,3,0/3/0,137.9,0.3,22.0,0.3
CMS750_4,3,3/0/0,64.3,6.3,104.7,11.6
a1c1s1,3,3/0/0,66.3,0.5,31.7,1.6
academictimetablesmall,3,0/0/3,inf,663.5,1089.7,0.3
aflow30a,3,3/0/0,119.0,0.1,32.0,1.5
aflow40b,3,3/0/0,196.5,0.3,34.3,2.9
air04,3,3/0/0,0.5,2.7,7.1,0.0
air05,3,3/0/0,3.1,1.7,16.1,0.0
app1-1,3,3/0/0,33.3,0.6,39.4,5.9
app1-2,3,1/2/0,43.9,17.9,91.5,36.1
arki001,3,0/0/3,2.9,29.1,1072.0,263.6
assign1-5-8,3,3/0/0,0.6,0.1,21.3,0.0
atlanta-ip,3,3/0/0,9.3,15.5,19.6,0.0
b1c1s1,3,3/0/0,218.0,0.5,34.0,4.0
bab2,3,2/0/1,10.2,260.5,146.0,8.3
bab6,3,1/0/2,12.1,268.5,296.6,49.8
beasleyC3,3,3/0/0,11.4,0.2,36.0,6.0
binkar10_1,3,3/0/0,3.9,0.1,7.7,0.0
blp-ar98,3,3/0/0,72.7,2.1,17.9,0.0
blp-ic98,3,3/0/0,37.3,0.4,2.2,0.0
bnatt400,3,0/0/3,0.0,257.5,1025.8,0.0
bppc4-08,3,3/0/0,38.7,1.1,60.6,9.5
brazil3,3,0/3/0,523.4,19.5,25.6,0.0
buildingenergy,3,0/3/0,1.1,626.8,11.0,0.0
cap6000,3,3/0/0,0.3,0.1,1.0,0.0
cbs-cta,3,3/0/0,0.0,2.7,40.3,10.3
chromaticindex1024-7,3,3/0/0,0.0,54.0,2.3,0.0
chromaticindex512-7,3,3/0/0,0.0,44.8,2.0,0.0
cmflsp50-24-8-8,3,1/0/2,19.2,79.7,582.8,184.5
co-100,3,3/0/0,377.2,5.4,14.3,0.0
cod105,3,3/0/0,100.0,1.8,1.0,0.0
comp07-2idx,3,0/3/0,3907.3,6.2,25.3,0.0
comp21-2idx,3,0/3/0,442.6,4.4,25.6,0.0
cost266-UUE,3,3/0/0,29.4,0.5,32.3,1.3
cryptanalysiskb128n5obj16,0,0/0/0,-,-,-,-
csched007,3,0/0/3,50.9,12.9,1305.3,306.5
csched008,3,1/2/0,9.2,2.4,275.4,70.9
cvs16r128-89,3,3/0/0,97.9,1.0,1.0,0.0
dano3_3,3,3/0/0,0.0,18.5,16.6,0.0
dano3_5,3,3/0/0,0.1,34.1,31.5,1.1
dano3mip,3,3/0/0,10.0,152.8,70.0,17.3
danoint,3,3/0/0,14.7,2.1,72.1,20.1
disctom,3,3/0/0,0.0,1.3,2.0,0.0
drayage-100-23,3,3/0/0,5.7,0.4,15.0,0.0
drayage-25-23,3,3/0/0,6.5,0.6,20.3,0.0
ds,3,3/0/0,4945.0,6.1,1.0,0.0
dws008-01,3,0/0/3,52.1,56.6,729.0,215.4
eil33-2,3,3/0/0,222.3,0.1,1.0,0.0
eilA101-2,3,3/0/0,331.4,1.1,1.0,0.0
enlight_hard,1,0/0/1,0.0,2.5,723.0,226.0
exp-1-500-5-5,3,3/0/0,136.7,0.1,27.9,0.3
fast0507,3,3/0/0,25.0,0.9,1.0,0.0
fastxgemm-n2r6s0t2,3,3/0/0,738.5,0.4,26.5,0.8
fhnw-binpack4-48,2,0/0/2,0.0,74.7,1798.8,226.3
fiball,3,0/3/0,15.9,6.6,52.3,4.6
fiber,3,3/0/0,153.6,0.1,15.7,0.0
fixnet6,3,3/0/0,53.9,0.1,31.0,1.0
gen-ip002,3,0/3/0,13.9,0.1,1.0,0.0
gen-ip054,3,0/3/0,13.5,0.1,4.5,0.0
germanrr,3,0/3/0,2.8,10.7,48.5,5.8
gesa2-o,3,0/3/0,15.9,0.2,34.6,1.6
gesa2,3,0/3/0,2.4,0.2,20.4,0.0
gfd-schedulen180f7d50m30k18,0,0/0/0,-,-,-,-
glass-sc,3,3/0/0,13.4,0.6,1.0,0.0
glass4,3,2/1/0,1202.5,0.4,148.2,63.2
gmu-35-40,3,3/0/0,6.5,0.1,14.0,0.0
gmu-35-50,3,3/0/0,10.9,0.5,47.3,4.1
graph20-20-1rand,3,3/0/0,22.2,4.2,42.6,0.8
graphdraw-domain,3,0/3/0,144.1,0.5,97.5,25.2
h80x6320d,3,3/0/0,21.0,1.2,32.0,1.9
harp2,3,3/0/0,11.5,0.1,13.3,0.0
highschool1-aigio,3,0/3/0,inf,790.8,24.8,0.0
hypothyroid-k1,3,3/0/0,0.0,4.6,1.0,0.0
ic97p,3,0/0/3,14.7,5.8,914.6,267.6
ic97t,3,0/0/3,14.3,3.7,1177.5,338.3
icir97p,3,0/0/3,20.1,18.6,816.8,184.1
icir97t,3,0/3/0,14.7,7.4,268.8,159.0
irish-electricity,3,3/0/0,5.8,21.6,21.3,0.0
irp,3,3/0/0,1.8,0.3,3.0,0.0
istanbul-no-cutoff,3,3/0/0,19.0,6.6,22.6,0.0
k1mushroom,3,3/0/0,18.2,40.0,1.0,0.0
lectsched-5-obj,3,0/0/3,2717.0,107.3,1135.2,6.1
leo1,3,3/0/0,50.7,0.1,1.0,0.0
leo2,3,3/0/0,45.2,0.2,1.0,0.0
liu,3,3/0/0,515.6,1.2,89.7,56.6
lotsize,3,3/0/0,87.1,0.6,52.7,14.0
mad,3,3/0/0,8228.9,0.2,17.0,0.0
manna81,3,0/3/0,13.9,0.1,2.6,0.0
map10,3,3/0/0,27.3,47.1,55.5,12.4
map16715-04,3,3/0/0,82.6,59.2,54.1,11.4
markshare1,3,3/0/0,36348.2,0.1,1.0,0.0
markshare2,3,3/0/0,53841.8,0.1,1.0,0.0
markshare_4_0,3,3/0/0,7400.0,0.1,1.0,0.0
mas74,3,0/3/0,1233.3,0.2,90.0,9.6
mas76,3,0/3/0,293.3,0.2,90.0,10.3
mc11,3,3/0/0,100.3,0.4,42.6,12.3
mcsched,3,3/0/0,15.6,0.5,4.0,0.0
mik-250-20-75-4,3,0/3/0,52.4,0.2,21.0,2.0
milo-v12-6-r2-40-1,3,3/0/0,126.0,0.9,43.0,12.9
misc07,3,3/0/0,39.5,0.2,23.7,0.6
mkc,3,0/3/0,66.5,0.1,2.0,0.0
mod011,3,3/0/0,6.5,0.3,19.6,0.0
modglob,3,3/0/0,123.1,0.1,31.3,1.3
momentum1,2,0/0/2,165.3,54.6,809.9,406.1
msc98-ip,3,3/0/0,12.3,6.2,32.0,1.0
mushroom-best,3,0/3/0,1.91e+06,12.0,36.3,1.5
mzzv11,3,0/3/0,17.6,3.7,20.3,0.0
mzzv42z,3,0/3/0,20.8,4.0,21.3,0.0
n2seq36q,3,3/0/0,29.9,0.4,1.0,0.0
n3div36,3,3/0/0,39.2,0.4,1.0,0.0
n5-3,3,0/3/0,5.7,0.4,27.2,0.3
neos-1122047,3,3/0/0,100.0,0.1,0.0,0.0
neos-1171448,3,3/0/0,19.1,5.0,29.5,0.8
neos-1171737,3,3/0/0,4.9,1.8,33.0,2.0
neos-1354092,3,0/3/0,11.0,169.6,42.3,0.3
